site_id,timestamp,biomass_density_g_L,biomass_produced_kg,water_temp_C,pH,dissolved_O2_mg_L,dissolved_CO2_mg_L,turbidity_NTU,light_PAR,harvested_g_L
site-b,2026-08-20T01:00:00Z,0.7478,0.0,15.3,7.16,6.51,22.11,55.3,0.0,0.0
site-b,2026-08-20T02:00:00Z,0.748,0.0,14.58,7.17,6.54,21.82,57.7,0.0,0.0
site-b,2026-08-20T03:00:00Z,0.7483,0.0,14.31,7.14,6.96,21.73,54.4,0.0,0.0
site-b,2026-08-20T04:00:00Z,0.7485,0.0,14.77,7.13,6.67,21.5,55.3,0.0,0.0
site-b,2026-08-20T05:00:00Z,0.7487,0.0,15.24,7.18,6.69,22.31,52.9,0.0,0.0
site-b,2026-08-20T06:00:00Z,0.7494,9.815,16.11,7.35,8.75,17.87,53.9,146.6,0.0
site-b,2026-08-20T07:00:00Z,0.7505,20.4812,17.16,7.61,10.55,13.58,56.3,634.7,0.0
site-b,2026-08-20T08:00:00Z,0.7518,25.0636,18.19,7.71,10.9,12.28,59.1,1083.5,0.0
site-b,2026-08-20T09:00:00Z,0.7533,27.3153,20.35,7.71,11.49,12.67,54.9,1465.1,0.0
site-b,2026-08-20T10:00:00Z,0.7547,27.8267,21.21,7.72,11.03,13.9,55.9,1756.0,0.0
site-b,2026-08-20T11:00:00Z,0.756,24.5958,23.03,7.63,10.68,14.41,56.6,1938.0,0.0
site-b,2026-08-20T12:00:00Z,0.7573,24.734,24.0,7.61,10.52,14.11,55.6,2000.0,0.0
site-b,2026-08-20T13:00:00Z,0.7587,24.7501,24.74,7.62,10.6,13.62,56.3,1938.0,0.0
site-b,2026-08-20T14:00:00Z,0.76,26.1806,25.72,7.69,10.93,12.83,56.4,1756.0,0.0
site-b,2026-08-20T15:00:00Z,0.7614,26.0219,25.49,7.71,11.07,11.86,57.6,1465.1,0.0
site-b,2026-08-20T16:00:00Z,0.7629,28.2877,25.31,7.7,10.49,13.21,55.1,1083.5,0.0
site-b,2026-08-20T17:00:00Z,0.7642,24.2924,24.86,7.57,10.23,15.34,55.0,634.7,0.0
site-b,2026-08-20T18:00:00Z,0.765,11.7552,23.74,7.41,8.76,18.23,57.0,146.6,0.0
site-b,2026-08-20T19:00:00Z,0.7652,0.0,22.23,7.15,6.81,21.96,55.8,0.0,0.0
site-b,2026-08-20T20:00:00Z,0.7654,0.0,21.28,7.16,6.46,22.22,54.2,0.0,0.0
site-b,2026-08-20T21:00:00Z,0.7656,0.0,19.53,7.2,6.8,22.69,53.2,0.0,0.0
site-b,2026-08-20T22:00:00Z,0.7658,0.0,18.3,7.15,6.21,21.24,56.2,0.0,0.0
site-b,2026-08-20T23:00:00Z,0.7661,0.0,17.06,7.18,6.77,22.08,56.1,0.0,0.0
site-b,2026-08-21T00:00:00Z,0.7663,0.0,16.04,7.17,6.67,22.49,55.3,0.0,0.0
site-b,2026-08-21T01:00:00Z,0.7665,0.0,15.49,7.15,6.75,21.69,54.9,0.0,0.0
site-b,2026-08-21T02:00:00Z,0.7667,0.0,15.36,7.1,6.73,22.32,58.1,0.0,0.0
site-b,2026-08-21T03:00:00Z,0.767,0.0,14.56,7.13,6.84,22.35,56.5,0.0,0.0
site-b,2026-08-21T04:00:00Z,0.7672,0.0,14.6,7.08,6.96,22.29,56.2,0.0,0.0
site-b,2026-08-21T05:00:00Z,0.7674,0.0,14.93,7.15,6.89,22.53,56.2,0.0,0.0
site-b,2026-08-21T06:00:00Z,0.7681,9.7613,16.18,7.38,8.73,18.35,55.4,142.4,0.0
site-b,2026-08-21T07:00:00Z,0.7692,19.7212,17.61,7.65,10.47,14.68,57.7,631.4,0.0
site-b,2026-08-21T08:00:00Z,0.7704,22.6959,18.59,7.69,10.93,12.77,56.5,1081.1,0.0
site-b,2026-08-21T09:00:00Z,0.7717,25.339,19.75,7.71,10.96,11.69,55.5,1463.7,0.0
site-b,2026-08-21T10:00:00Z,0.7731,26.6506,21.41,7.65,10.94,12.76,55.5,1755.3,0.0
site-b,2026-08-21T11:00:00Z,0.7744,22.3374,22.8,7.62,10.53,13.93,56.2,1937.9,0.0
site-b,2026-08-21T12:00:00Z,0.7757,26.2353,23.99,7.66,10.28,13.76,58.9,2000.0,0.0
site-b,2026-08-21T13:00:00Z,0.777,24.0743,24.92,7.63,10.62,13.91,57.7,1937.9,0.0
site-b,2026-08-21T14:00:00Z,0.7784,25.5608,25.17,7.71,10.84,13.17,57.5,1755.3,0.0
site-b,2026-08-21T15:00:00Z,0.7798,25.838,25.25,7.71,11.04,12.03,57.2,1463.7,0.0
site-b,2026-08-21T16:00:00Z,0.7812,26.2394,25.72,7.68,10.74,13.03,54.3,1081.1,0.0
site-b,2026-08-21T17:00:00Z,0.7823,20.4105,25.18,7.62,10.78,13.08,57.4,631.4,0.0
site-b,2026-08-21T18:00:00Z,0.783,11.3251,23.94,7.35,8.59,17.39,54.8,142.4,0.0
site-b,2026-08-21T19:00:00Z,0.7833,0.0,23.15,7.12,6.69,22.16,57.0,0.0,0.0
site-b,2026-08-21T20:00:00Z,0.7835,0.0,21.84,7.13,6.74,21.48,54.2,0.0,0.0
site-b,2026-08-21T21:00:00Z,0.7837,0.0,19.63,7.12,7.06,22.08,55.3,0.0,0.0
site-b,2026-08-21T22:00:00Z,0.7839,0.0,18.8,7.19,7.03,21.39,56.7,0.0,0.0
site-b,2026-08-21T23:00:00Z,0.7842,0.0,17.26,7.09,7.13,22.38,60.8,0.0,0.0
site-b,2026-08-22T00:00:00Z,0.7844,0.0,16.33,7.16,6.57,22.28,55.8,0.0,0.0
site-b,2026-08-22T01:00:00Z,0.7846,0.0,15.49,7.16,6.93,22.59,55.7,0.0,0.0
site-b,2026-08-22T02:00:00Z,0.7848,0.0,14.27,7.14,6.72,22.25,55.6,0.0,0.0
site-b,2026-08-22T03:00:00Z,0.7851,0.0,14.49,7.07,6.56,22.36,56.8,0.0,0.0
site-b,2026-08-22T04:00:00Z,0.7853,0.0,14.65,7.2,6.97,22.36,57.5,0.0,0.0
site-b,2026-08-22T05:00:00Z,0.7855,0.0,15.4,7.12,6.8,22.71,57.4,0.0,0.0
site-b,2026-08-22T06:00:00Z,0.7861,8.6481,16.33,7.37,8.54,17.15,57.6,138.2,0.0
site-b,2026-08-22T07:00:00Z,0.7872,17.9943,16.64,7.62,10.57,13.84,56.3,628.1,0.0
site-b,2026-08-22T08:00:00Z,0.7883,20.7041,18.42,7.71,10.8,12.89,55.8,1078.8,0.0
site-b,2026-08-22T09:00:00Z,0.7896,25.0251,20.14,7.67,11.47,13.24,54.8,1462.3,0.0
site-b,2026-08-22T10:00:00Z,0.7909,23.3025,21.52,7.71,10.94,12.61,55.3,1754.6,0.0
site-b,2026-08-22T11:00:00Z,0.7922,23.0384,23.04,7.68,10.91,12.82,57.5,1937.7,0.0
site-b,2026-08-22T12:00:00Z,0.7934,22.5628,23.5,7.66,10.61,14.44,56.3,2000.0,0.0
site-b,2026-08-22T13:00:00Z,0.7947,24.0378,24.82,7.62,11.0,13.07,56.4,1937.7,0.0
site-b,2026-08-22T14:00:00Z,0.796,24.1929,25.63,7.72,11.11,13.2,58.0,1754.6,0.0
site-b,2026-08-22T15:00:00Z,0.7973,24.8428,25.36,7.69,11.22,12.28,56.1,1462.3,0.0
site-b,2026-08-22T16:00:00Z,0.7986,24.1515,25.4,7.64,10.94,13.45,55.5,1078.8,0.0
site-b,2026-08-22T17:00:00Z,0.7997,19.3983,24.51,7.66,10.42,13.56,56.7,628.1,0.0
site-b,2026-08-22T18:00:00Z,0.8004,10.7457,23.47,7.43,8.57,18.22,55.5,138.2,0.0
site-b,2026-08-22T19:00:00Z,0.8006,0.0,22.76,7.11,6.74,22.46,58.0,0.0,0.0
site-b,2026-08-22T20:00:00Z,0.8009,0.0,21.63,7.18,6.62,21.81,57.3,0.0,0.0
site-b,2026-08-22T21:00:00Z,0.8011,0.0,20.19,7.13,6.48,21.4,54.5,0.0,0.0
site-b,2026-08-22T22:00:00Z,0.8013,0.0,18.77,7.14,7.15,22.56,59.6,0.0,0.0
site-b,2026-08-22T23:00:00Z,0.8016,0.0,17.3,7.15,7.0,21.51,58.2,0.0,0.0
site-b,2026-08-23T00:00:00Z,0.8018,0.0,16.41,7.16,6.8,22.62,57.8,0.0,0.0
site-b,2026-08-23T01:00:00Z,0.802,0.0,15.0,7.12,6.83,21.95,57.3,0.0,0.0
site-b,2026-08-23T02:00:00Z,0.8023,0.0,14.74,7.17,6.87,22.2,56.3,0.0,0.0
site-b,2026-08-23T03:00:00Z,0.8025,0.0,14.49,7.15,6.51,21.93,58.1,0.0,0.0
site-b,2026-08-23T04:00:00Z,0.8027,0.0,14.53,7.13,6.7,21.94,57.6,0.0,0.0
site-b,2026-08-23T05:00:00Z,0.8029,0.0,15.25,7.19,6.83,22.03,57.2,0.0,0.0
site-b,2026-08-23T06:00:00Z,0.8035,8.1175,16.38,7.38,8.55,17.91,56.2,134.0,0.0
site-b,2026-08-23T07:00:00Z,0.8046,19.0272,17.21,7.61,10.44,14.65,57.5,624.7,0.0
site-b,2026-08-23T08:00:00Z,0.8058,20.5858,18.61,7.65,10.77,13.46,58.2,1076.4,0.0
site-b,2026-08-23T09:00:00Z,0.565,24.5929,20.44,7.71,11.1,13.32,45.9,1460.8,0.205
site-b,2026-08-23T10:00:00Z,0.5671,45.5843,21.07,7.66,11.01,12.7,48.0,1754.0,0.0
site-b,2026-08-23T11:00:00Z,0.5693,44.9195,22.62,7.63,10.44,13.74,45.8,1937.5,0.0
site-b,2026-08-23T12:00:00Z,0.5713,40.8708,23.69,7.62,10.66,14.13,46.0,2000.0,0.0
site-b,2026-08-23T13:00:00Z,0.5732,40.0843,24.85,7.66,10.8,14.61,48.4,1937.5,0.0
site-b,2026-08-23T14:00:00Z,0.5753,43.8098,24.81,7.69,11.08,13.65,45.2,1754.0,0.0
site-b,2026-08-23T15:00:00Z,0.5778,51.5339,25.32,7.67,11.24,13.39,46.8,1460.8,0.0
site-b,2026-08-23T16:00:00Z,0.58,45.7992,25.59,7.65,11.25,13.29,46.8,1076.4,0.0
site-b,2026-08-23T17:00:00Z,0.5819,38.4225,24.76,7.6,10.62,13.36,45.5,624.7,0.0
site-b,2026-08-23T18:00:00Z,0.5829,19.3805,23.69,7.34,8.52,17.79,46.0,134.0,0.0
site-b,2026-08-23T19:00:00Z,0.5831,0.0,22.75,7.13,6.83,21.16,45.1,0.0,0.0
site-b,2026-08-23T20:00:00Z,0.5832,0.0,21.16,7.2,6.66,22.46,47.3,0.0,0.0
site-b,2026-08-23T21:00:00Z,0.5834,0.0,19.94,7.13,6.49,22.43,48.5,0.0,0.0
site-b,2026-08-23T22:00:00Z,0.5836,0.0,18.32,7.17,6.92,22.12,44.8,0.0,0.0
site-b,2026-08-23T23:00:00Z,0.5837,0.0,17.14,7.18,7.08,21.57,46.8,0.0,0.0
site-b,2026-08-24T00:00:00Z,0.5839,0.0,15.57,7.16,6.61,22.16,45.0,0.0,0.0
site-b,2026-08-24T01:00:00Z,0.5841,0.0,14.82,7.12,6.89,22.1,48.2,0.0,0.0
site-b,2026-08-24T02:00:00Z,0.5842,0.0,15.03,7.16,6.67,22.31,46.9,0.0,0.0
site-b,2026-08-24T03:00:00Z,0.5844,0.0,14.35,7.12,6.68,21.46,46.0,0.0,0.0
site-b,2026-08-24T04:00:00Z,0.5845,0.0,14.7,7.16,6.82,21.62,47.5,0.0,0.0
site-b,2026-08-24T05:00:00Z,0.5847,0.0,14.82,7.16,6.79,22.03,47.0,0.0,0.0
site-b,2026-08-24T06:00:00Z,0.5855,15.0149,16.28,7.36,8.53,18.29,45.6,129.8,0.0
site-b,2026-08-24T07:00:00Z,0.5874,36.9505,16.9,7.69,10.33,14.82,45.6,621.4,0.0
site-b,2026-08-24T08:00:00Z,0.5893,39.2313,18.32,7.67,11.08,13.44,46.4,1074.0,0.0
site-b,2026-08-24T09:00:00Z,0.5915,47.1848,19.76,7.71,11.08,12.94,47.2,1459.4,0.0
site-b,2026-08-24T10:00:00Z,0.5937,44.4937,21.25,7.69,10.84,12.85,44.3,1753.3,0.0
site-b,2026-08-24T11:00:00Z,0.5956,38.9128,22.51,7.66,10.52,13.79,46.2,1937.3,0.0
site-b,2026-08-24T12:00:00Z,0.5976,42.3867,23.97,7.63,10.68,13.99,45.9,2000.0,0.0
site-b,2026-08-24T13:00:00Z,0.5999,48.1342,24.7,7.61,10.92,14.69,44.4,1937.3,0.0
site-b,2026-08-24T14:00:00Z,0.602,42.0629,25.75,7.61,10.9,13.43,49.7,1753.3,0.0
site-b,2026-08-24T15:00:00Z,0.6042,46.4073,25.54,7.74,11.49,12.09,47.3,1459.4,0.0
site-b,2026-08-24T16:00:00Z,0.6064,44.4024,25.18,7.72,11.03,12.45,48.6,1074.0,0.0
site-b,2026-08-24T17:00:00Z,0.6083,39.8271,25.26,7.63,10.59,14.41,47.5,621.4,0.0
site-b,2026-08-24T18:00:00Z,0.6094,20.7421,24.0,7.37,8.44,18.47,47.8,129.8,0.0
site-b,2026-08-24T19:00:00Z,0.6096,0.0,23.21,7.17,6.84,21.78,48.8,0.0,0.0
site-b,2026-08-24T20:00:00Z,0.6097,0.0,21.48,7.12,6.56,21.5,48.1,0.0,0.0
site-b,2026-08-24T21:00:00Z,0.6099,0.0,20.05,7.16,6.81,21.81,46.8,0.0,0.0
site-b,2026-08-24T22:00:00Z,0.6101,0.0,18.47,7.12,6.54,21.8,49.2,0.0,0.0
site-b,2026-08-24T23:00:00Z,0.6103,0.0,17.84,7.15,6.84,22.11,46.9,0.0,0.0
site-b,2026-08-25T00:00:00Z,0.6104,0.0,16.09,7.15,6.86,22.28,48.7,0.0,0.0
site-b,2026-08-25T01:00:00Z,0.6106,0.0,15.39,7.19,7.05,20.43,45.7,0.0,0.0
site-b,2026-08-25T02:00:00Z,0.6108,0.0,14.27,7.11,6.95,21.84,45.2,0.0,0.0
site-b,2026-08-25T03:00:00Z,0.6109,0.0,14.21,7.15,6.75,22.64,47.8,0.0,0.0
site-b,2026-08-25T04:00:00Z,0.6111,0.0,14.69,7.08,6.84,22.27,47.7,0.0,0.0
site-b,2026-08-25T05:00:00Z,0.6113,0.0,15.42,7.08,6.8,22.21,43.8,0.0,0.0
site-b,2026-08-25T06:00:00Z,0.6121,14.8038,16.18,7.32,8.51,18.33,47.2,125.5,0.0
site-b,2026-08-25T07:00:00Z,0.6138,34.0965,17.02,7.6,10.4,14.55,45.9,617.9,0.0
site-b,2026-08-25T08:00:00Z,0.6159,42.645,18.28,7.72,10.71,12.78,50.1,1071.6,0.0
site-b,2026-08-25T09:00:00Z,0.6181,46.7285,19.74,7.68,11.12,11.99,48.0,1457.9,0.0
site-b,2026-08-25T10:00:00Z,0.6204,47.3097,21.38,7.65,11.29,12.5,46.8,1752.6,0.0
site-b,2026-08-25T11:00:00Z,0.6224,41.3852,22.87,7.6,10.58,13.94,45.2,1937.2,0.0
site-b,2026-08-25T12:00:00Z,0.6244,41.1791,24.22,7.58,10.68,13.3,48.1,2000.0,0.0
site-b,2026-08-25T13:00:00Z,0.6267,47.1402,24.39,7.7,10.58,13.92,49.1,1937.2,0.0
site-b,2026-08-25T14:00:00Z,0.6288,43.7623,25.59,7.75,10.95,13.18,49.4,1752.6,0.0
site-b,2026-08-25T15:00:00Z,0.6311,48.3365,25.48,7.68,11.42,12.28,50.0,1457.9,0.0
site-b,2026-08-25T16:00:00Z,0.6333,45.5774,25.5,7.69,10.59,13.1,46.8,1071.6,0.0
site-b,2026-08-25T17:00:00Z,0.6353,40.6403,24.88,7.66,10.47,15.32,49.2,617.9,0.0
site-b,2026-08-25T18:00:00Z,0.6363,18.5565,23.72,7.35,8.63,18.25,49.1,125.5,0.0
site-b,2026-08-25T19:00:00Z,0.6365,0.0,22.29,7.12,6.89,21.93,48.1,0.0,0.0
site-b,2026-08-25T20:00:00Z,0.6367,0.0,21.76,7.21,6.75,22.01,49.0,0.0,0.0
site-b,2026-08-25T21:00:00Z,0.6369,0.0,20.08,7.16,6.73,21.61,47.6,0.0,0.0
site-b,2026-08-25T22:00:00Z,0.637,0.0,18.72,7.13,7.14,22.32,47.9,0.0,0.0
site-b,2026-08-25T23:00:00Z,0.6372,0.0,17.36,7.09,6.89,21.68,48.7,0.0,0.0
site-b,2026-08-26T00:00:00Z,0.6374,0.0,15.9,7.17,6.68,22.02,46.6,0.0,0.0
site-b,2026-08-26T01:00:00Z,0.6376,0.0,15.6,7.16,6.86,22.26,48.9,0.0,0.0
site-b,2026-08-26T02:00:00Z,0.6378,0.0,14.64,7.1,6.86,21.83,47.1,0.0,0.0
site-b,2026-08-26T03:00:00Z,0.6379,0.0,14.37,7.07,6.91,21.81,51.2,0.0,0.0
site-b,2026-08-26T04:00:00Z,0.6381,0.0,14.67,7.15,7.17,21.1,50.8,0.0,0.0
site-b,2026-08-26T05:00:00Z,0.6383,0.0,15.44,7.18,7.09,22.0,49.1,0.0,0.0
site-b,2026-08-26T06:00:00Z,0.6391,13.655,16.06,7.36,8.8,17.78,48.3,121.1,0.0
site-b,2026-08-26T07:00:00Z,0.6408,35.315,17.06,7.64,10.37,14.53,46.7,614.5,0.0
site-b,2026-08-26T08:00:00Z,0.6428,40.6185,18.44,7.68,10.97,13.58,47.7,1069.1,0.0
site-b,2026-08-26T09:00:00Z,0.6449,43.7854,20.23,7.71,11.31,11.48,49.6,1456.4,0.0
site-b,2026-08-26T10:00:00Z,0.6471,44.9261,21.55,7.68,11.06,13.26,48.6,1751.9,0.0
site-b,2026-08-26T11:00:00Z,0.6491,40.8484,22.68,7.62,10.76,14.06,49.4,1937.0,0.0
site-b,2026-08-26T12:00:00Z,0.6511,40.8389,23.87,7.61,10.9,14.18,46.4,2000.0,0.0
site-b,2026-08-26T13:00:00Z,0.6531,41.7041,24.68,7.63,10.72,14.02,47.6,1937.0,0.0
site-b,2026-08-26T14:00:00Z,0.6554,45.836,25.44,7.66,11.13,12.68,49.4,1751.9,0.0
site-b,2026-08-26T15:00:00Z,0.6574,42.2355,25.52,7.72,11.7,13.3,49.2,1456.4,0.0
site-b,2026-08-26T16:00:00Z,0.6595,42.9886,25.44,7.65,10.97,13.28,49.7,1069.1,0.0
site-b,2026-08-26T17:00:00Z,0.6615,41.0002,24.43,7.53,10.13,14.99,48.4,614.5,0.0
site-b,2026-08-26T18:00:00Z,0.6626,19.1533,24.15,7.34,8.62,19.3,52.0,121.1,0.0
site-b,2026-08-26T19:00:00Z,0.6627,0.0,22.57,7.12,7.05,21.45,49.3,0.0,0.0
site-b,2026-08-26T20:00:00Z,0.6629,0.0,21.56,7.16,6.63,23.37,50.2,0.0,0.0
site-b,2026-08-26T21:00:00Z,0.6631,0.0,20.41,7.15,6.55,22.07,50.7,0.0,0.0
site-b,2026-08-26T22:00:00Z,0.6633,0.0,18.53,7.1,6.67,22.34,49.4,0.0,0.0
site-b,2026-08-26T23:00:00Z,0.6635,0.0,17.47,7.14,6.97,21.44,50.7,0.0,0.0
site-b,2026-08-27T00:00:00Z,0.6637,0.0,15.97,7.13,7.01,21.58,47.4,0.0,0.0
site-b,2026-08-27T01:00:00Z,0.6639,0.0,15.12,7.14,6.8,21.55,51.8,0.0,0.0
site-b,2026-08-27T02:00:00Z,0.664,0.0,14.96,7.15,6.55,22.02,49.3,0.0,0.0
site-b,2026-08-27T03:00:00Z,0.6642,0.0,14.51,7.17,6.6,22.52,52.4,0.0,0.0
site-b,2026-08-27T04:00:00Z,0.6644,0.0,14.59,7.14,6.94,22.53,48.7,0.0,0.0
site-b,2026-08-27T05:00:00Z,0.6646,0.0,14.97,7.14,6.62,22.29,46.6,0.0,0.0
site-b,2026-08-27T06:00:00Z,0.6654,13.6181,16.32,7.3,8.33,17.54,49.8,116.8,0.0
site-b,2026-08-27T07:00:00Z,0.667,32.2106,17.08,7.63,10.3,13.72,49.7,611.0,0.0
site-b,2026-08-27T08:00:00Z,0.669,41.7174,18.63,7.66,10.74,12.2,50.4,1066.7,0.0
site-b,2026-08-27T09:00:00Z,0.6712,43.5982,20.11,7.7,11.2,12.65,51.0,1454.9,0.0
site-b,2026-08-27T10:00:00Z,0.6734,45.1955,21.1,7.66,10.96,12.46,49.5,1751.2,0.0
site-b,2026-08-27T11:00:00Z,0.6753,38.8372,22.84,7.66,10.6,13.51,48.8,1936.8,0.0
site-b,2026-08-27T12:00:00Z,0.6772,38.4365,24.06,7.62,10.69,14.07,49.7,2000.0,0.0
site-b,2026-08-27T13:00:00Z,0.6794,45.2267,24.73,7.6,10.73,14.8,47.4,1936.8,0.0
site-b,2026-08-27T14:00:00Z,0.6815,42.6908,25.58,7.7,10.99,13.57,50.6,1751.2,0.0
site-b,2026-08-27T15:00:00Z,0.6836,44.6908,25.34,7.67,11.38,13.29,49.3,1454.9,0.0
site-b,2026-08-27T16:00:00Z,0.6858,43.9555,25.69,7.68,11.02,12.8,51.4,1066.7,0.0
site-b,2026-08-27T17:00:00Z,0.6877,39.5328,24.52,7.59,10.37,14.19,52.1,611.0,0.0
site-b,2026-08-27T18:00:00Z,0.6887,17.614,23.66,7.36,8.33,18.69,53.1,116.8,0.0
site-b,2026-08-27T19:00:00Z,0.6889,0.0,22.78,7.16,6.76,22.56,50.4,0.0,0.0
site-b,2026-08-27T20:00:00Z,0.6891,0.0,21.13,7.2,6.62,20.83,49.2,0.0,0.0
site-b,2026-08-27T21:00:00Z,0.6893,0.0,20.05,7.13,6.51,21.32,50.0,0.0,0.0
site-b,2026-08-27T22:00:00Z,0.6895,0.0,18.42,7.12,6.88,22.94,50.4,0.0,0.0
site-b,2026-08-27T23:00:00Z,0.6896,0.0,17.96,7.14,6.58,22.94,51.1,0.0,0.0
site-b,2026-08-28T00:00:00Z,0.6898,0.0,16.2,7.15,6.86,22.08,49.5,0.0,0.0
site-b,2026-08-28T01:00:00Z,0.69,0.0,15.2,7.16,6.84,20.73,49.4,0.0,0.0
site-b,2026-08-28T02:00:00Z,0.6902,0.0,15.1,7.19,6.78,21.96,50.1,0.0,0.0
site-b,2026-08-28T03:00:00Z,0.6904,0.0,14.19,7.2,6.64,22.45,49.4,0.0,0.0
site-b,2026-08-28T04:00:00Z,0.6906,0.0,14.77,7.12,7.15,22.2,52.5,0.0,0.0
site-b,2026-08-28T05:00:00Z,0.6908,0.0,15.03,7.15,6.71,22.44,45.0,0.0,0.0
site-b,2026-08-28T06:00:00Z,0.6916,13.0328,16.15,7.4,7.94,18.73,49.5,112.3,0.0
site-b,2026-08-28T07:00:00Z,0.6933,33.828,17.23,7.58,10.53,16.01,51.3,607.5,0.0
site-b,2026-08-28T08:00:00Z,0.6951,37.6229,18.81,7.64,10.8,13.77,51.7,1064.2,0.0
site-b,2026-08-28T09:00:00Z,0.6972,42.594,19.74,7.72,11.19,12.08,51.0,1453.4,0.0
site-b,2026-08-28T10:00:00Z,0.6994,44.913,21.47,7.69,10.88,13.21,53.0,1750.5,0.0
site-b,2026-08-28T11:00:00Z,0.7014,40.5668,23.0,7.61,10.59,13.56,49.0,1936.6,0.0
site-b,2026-08-28T12:00:00Z,0.7032,35.8836,23.83,7.63,10.41,13.59,52.6,2000.0,0.0
site-b,2026-08-28T13:00:00Z,0.7052,41.5583,24.52,7.64,10.37,14.59,51.2,1936.6,0.0
site-b,2026-08-28T14:00:00Z,0.7073,42.7523,25.09,7.69,10.91,13.4,51.3,1750.5,0.0
site-b,2026-08-28T15:00:00Z,0.7096,46.0567,25.55,7.66,11.55,12.38,49.6,1453.4,0.0
site-b,2026-08-28T16:00:00Z,0.7116,41.4503,25.22,7.69,11.16,13.46,52.2,1064.2,0.0
site-b,2026-08-28T17:00:00Z,0.7135,37.4783,24.7,7.61,10.72,13.91,52.8,607.5,0.0
site-b,2026-08-28T18:00:00Z,0.7144,16.5555,23.83,7.35,8.37,18.92,50.4,112.3,0.0
site-b,2026-08-28T19:00:00Z,0.7146,0.0,22.59,7.14,6.74,22.13,52.0,0.0,0.0
site-b,2026-08-28T20:00:00Z,0.7148,0.0,21.48,7.19,6.92,22.36,51.9,0.0,0.0
site-b,2026-08-28T21:00:00Z,0.715,0.0,19.95,7.13,6.69,21.33,50.0,0.0,0.0
site-b,2026-08-28T22:00:00Z,0.7152,0.0,18.22,7.16,6.47,21.77,49.9,0.0,0.0
site-b,2026-08-28T23:00:00Z,0.7154,0.0,17.59,7.12,6.99,22.41,48.2,0.0,0.0
site-b,2026-08-29T00:00:00Z,0.7156,0.0,15.95,7.19,6.83,21.87,52.3,0.0,0.0
site-b,2026-08-29T01:00:00Z,0.7158,0.0,14.96,7.1,6.92,21.58,50.3,0.0,0.0
site-b,2026-08-29T02:00:00Z,0.716,0.0,14.74,7.12,7.01,22.56,51.6,0.0,0.0
site-b,2026-08-29T03:00:00Z,0.7162,0.0,14.82,7.14,6.73,21.07,50.9,0.0,0.0
site-b,2026-08-29T04:00:00Z,0.7164,0.0,14.8,7.17,7.17,21.55,50.4,0.0,0.0
site-b,2026-08-29T05:00:00Z,0.7166,0.0,15.12,7.17,6.98,23.07,52.5,0.0,0.0
site-b,2026-08-29T06:00:00Z,0.7173,11.3156,16.04,7.39,8.64,18.13,53.4,107.9,0.0
site-b,2026-08-29T07:00:00Z,0.7188,29.4726,17.1,7.56,10.33,14.43,51.6,604.0,0.0
site-b,2026-08-29T08:00:00Z,0.7206,37.8074,18.91,7.68,11.11,12.72,52.3,1061.7,0.0
site-b,2026-08-29T09:00:00Z,0.7227,41.8602,19.97,7.69,11.11,13.04,52.1,1451.9,0.0
site-b,2026-08-29T10:00:00Z,0.7247,40.4238,21.27,7.68,11.06,12.55,53.3,1749.8,0.0
site-b,2026-08-29T11:00:00Z,0.7267,40.6411,22.78,7.63,10.55,12.44,51.9,1936.4,0.0
site-b,2026-08-29T12:00:00Z,0.7285,36.5593,23.99,7.67,10.29,13.99,51.2,2000.0,0.0
site-b,2026-08-29T13:00:00Z,0.7303,35.627,24.71,7.64,10.46,14.65,53.9,1936.4,0.0
site-b,2026-08-29T14:00:00Z,0.7324,41.8921,25.23,7.68,11.1,13.01,54.7,1749.8,0.0
site-b,2026-08-29T15:00:00Z,0.7344,42.2857,25.43,7.74,11.39,11.95,51.8,1451.9,0.0
site-b,2026-08-29T16:00:00Z,0.7364,40.4194,25.4,7.69,11.27,12.78,51.9,1061.7,0.0
site-b,2026-08-29T17:00:00Z,0.7382,34.266,24.66,7.64,10.61,15.02,49.9,604.0,0.0
site-b,2026-08-29T18:00:00Z,0.739,13.512,24.07,7.33,8.53,18.67,51.5,107.9,0.0
site-b,2026-08-29T19:00:00Z,0.7392,0.0,23.04,7.16,6.56,22.22,52.0,0.0,0.0
site-b,2026-08-29T20:00:00Z,0.7394,0.0,21.47,7.15,6.81,21.09,51.6,0.0,0.0
site-b,2026-08-29T21:00:00Z,0.7396,0.0,19.91,7.14,6.92,22.55,50.9,0.0,0.0
site-b,2026-08-29T22:00:00Z,0.7398,0.0,19.06,7.14,6.84,21.92,54.4,0.0,0.0
site-b,2026-08-29T23:00:00Z,0.74,0.0,17.17,7.13,6.63,22.79,54.9,0.0,0.0
site-b,2026-08-30T00:00:00Z,0.7402,0.0,16.58,7.12,7.07,22.61,52.7,0.0,0.0
site-b,2026-08-30T01:00:00Z,0.7404,0.0,15.29,7.11,7.1,22.25,54.1,0.0,0.0
site-b,2026-08-30T02:00:00Z,0.7406,0.0,14.5,7.15,6.82,21.47,50.6,0.0,0.0
site-b,2026-08-30T03:00:00Z,0.7408,0.0,14.19,7.13,7.06,22.61,51.4,0.0,0.0
site-b,2026-08-30T04:00:00Z,0.741,0.0,14.7,7.08,6.77,23.05,50.6,0.0,0.0
site-b,2026-08-30T05:00:00Z,0.7412,0.0,15.29,7.11,7.23,21.36,53.2,0.0,0.0
